3844,Shivani Engineering College, Tiruchirappalli,ARTIFICIAL INTELLIGENCE AND,124.5,105,,98.5,,,
3855,As-Salam College of Engineering and Technology, Thanjavur,ARTIFICIAL INTELLIGENCE AND,99,,,,,,
3905,Kings College of Engineering, Pudukkottai,ARTIFICIAL INTELLIGENCE AND,140.5,110.5,,80,135,122.5,
3908,Mount Zion College of Engineering and Technology, Pudukkottai,ARTIFICIAL INTELLIGENCE AND,143,137,140,114,102.5,,
3920,Sudharsan Engineering College, Pudukkottai,ARTIFICIAL INTELLIGENCE AND,133.5,91.5,97,82.5,***,,
3926,Chendhuran College of Engineering and Technology, Pudukkottai,ARTIFICIAL INTELLIGENCE AND,115,***,91.5,***,***,,
4670,Rohini College of Engineering & Technology, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,164.5,145.5,144,90.5,***,,
4672,Stella Mary's College of Engineering, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,142,131.5,128,127.5,***,,
4676,Renganayagi Varatharaj College of Engineering, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,149,***,,***,***,,
4678,Ramco Institute of Technology, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,162.5,152,142.5,144.5,***,---,
4680,AAA College of Engineering and Technology, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,148.5,139,136.5,***,110.5,,
4917,Sethu Institute of Technology, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,158.5,148,146.5,135,***,118,
4928,MAR Ephraem College of Engineering & Technology, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,153.5,143,***,***,,,
4931,Grace College of Engineering, Thoothukudi,ARTIFICIAL INTELLIGENCE AND,150.5,***,144.5,***,***,,
4944,Arunachala College of Engineering for Women, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,155,133.5,137,***,,,
4946,D M I Engineering College, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,130.5,93.5,,***,,,
4954,Dr. Sivanthi Aditanar College of Engineering, Thoothukudi,ARTIFICIAL INTELLIGENCE AND,153,142.5,142,145,112.5,,
4955,Francis Xavier Engineering College, Tirunelveli,ARTIFICIAL INTELLIGENCE AND,166,154,163.5,142.5,130.5,---,
4957,Jayaraj Annapackiam CSI College of Engineering, Thoothukudi,ARTIFICIAL INTELLIGENCE AND,143.5,132.5,,***,***,,
4959,Kamaraj College of Engineering and Technology, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,164,151,153,142.5,***,,
4960,Mepco Schlenk Engineering College, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,177.5,168.5,163.5,164.5,122.5,---,
4962,National Engineering College, Thoothukudi,ARTIFICIAL INTELLIGENCE AND,174.5,169,171.5,158.5,132.5,,
4965,P S R Engineering College, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,155,147,144,136,130,,
4966,PET Engineering College, Tirunelveli,ARTIFICIAL INTELLIGENCE AND,141,129.5,140.5,***,,,
